,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G
94211,São Paulo,1200,Sim,Sim,Não,Sim
94212,São Paulo,1000,Sim,Não,Não,Sim
94213,São Paulo,2725,Sim,Não,Não,Sim
94214,São Paulo,1166,Sim,Não,Não,Sim
94217,São Paulo,1050,Sim,Não,Não,Não
94218,São Paulo,1080,Sim,Sim,Não,Sim
94219,São Paulo,7275,Sim,Não,Não,Sim
94220,São Paulo,3000,Sim,Sim,Não,Não
94221,São Paulo,1375,Sim,Não,Não,Sim
94222,São Paulo,1933,Sim,Não,Não,Sim
94224,São Paulo,431,Sim,Sim,Não,Sim
94227,São Paulo,1396,Sim,Não,Não,Não
94228,São Paulo,1920,Sim,Não,Não,Não
94230,São Paulo,1933,Sim,Não,Não,Não
94231,São Paulo,720,Sim,Não,Sim,Sim
94233,São Paulo,1250,Sim,Não,Não,Não
94234,São Paulo,56,Sim,Sim,Não,Não
94235,São Paulo,508,Sim,Sim,Não,Não
94236,São Paulo,1450,Sim,Não,Não,Não
94239,São Paulo,1900,Sim,Não,Não,Não
94241,São Paulo,1262,Sim,Não,Não,Não
94242,São Paulo,1700,Sim,Não,Não,Sim
94246,São Paulo,394,Sim,Não,Não,Não
94248,São Paulo,1537,Sim,Não,Não,Não
94250,São Paulo,2366,Sim,Não,Não,Não
94254,São Paulo,1722,Sim,Não,Não,Não
94256,São Paulo,1233,Sim,Não,Não,Não
94263,São Paulo,2262,Sim,Não,Não,Não
94265,São Paulo,1125,Sim,Não,Não,Não
94267,São Paulo,1300,Sim,Não,Não,Não
94270,São Paulo,1925,Sim,Não,Não,Não
94273,São Paulo,550,Sim,Não,Não,Não
94275,São Paulo,216,Sim,Não,Não,Não
94277,São Paulo,6429,Sim,Não,Não,Não
94278,São Paulo,736,Sim,Não,Não,Não
94280,São Paulo,2500,Sim,Não,Não,Não
94281,São Paulo,3666,Sim,Não,Não,Não
94284,São Paulo,204,Sim,Sim,Não,Não
94287,São Paulo,441,Sim,Não,Não,Não
94291,São Paulo,675,Sim,Não,Não,Não
94292,São Paulo,397,Sim,Não,Não,Não
94294,São Paulo,750,Sim,Não,Não,Não
94296,São Paulo,1500,Sim,Não,Não,Sim
94299,São Paulo,4750,Sim,Não,Não,Não
94300,São Paulo,4333,Sim,Não,Não,Sim
94301,São Paulo,2750,Sim,Não,Não,Não
94302,São Paulo,7200,Sim,Não,Não,Não
94304,São Paulo,8000,Sim,Não,Não,Não
94305,São Paulo,2700,Sim,Não,Não,Sim
94306,São Paulo,1041,Sim,Não,Não,Sim
94307,São Paulo,3800,Sim,Não,Não,Não
94308,São Paulo,2750,Sim,Sim,Não,Sim
94309,São Paulo,2000,Sim,Sim,Não,Sim
94310,São Paulo,3333,Sim,Não,Não,Sim
94311,São Paulo,4000,Sim,Não,Não,Sim
94313,São Paulo,1000,Sim,Não,Não,Sim
94314,São Paulo,1250,Sim,Não,Não,Não
94315,São Paulo,4550,Sim,Não,Não,Sim
94318,São Paulo,1433,Sim,Não,Não,Não
94320,São Paulo,1925,Sim,Não,Não,Não
94321,São Paulo,275,Sim,Não,Não,Sim
94323,São Paulo,2500,Sim,Não,Não,Não
94324,São Paulo,2666,Sim,Não,Não,Sim
94326,São Paulo,1575,Sim,Não,Não,Não
94327,São Paulo,3333,Sim,Não,Não,Não
94328,São Paulo,1166,Sim,Não,Não,Não
94329,São Paulo,1833,Sim,Não,Não,Não
94330,São Paulo,695,Sim,Não,Não,Sim
94331,São Paulo,602,Sim,Não,Não,Sim
94332,São Paulo,500,Sim,Sim,Não,Não
94333,São Paulo,166,Sim,Não,Não,Não
94335,São Paulo,8100,Sim,Não,Não,Não
94336,São Paulo,5800,Sim,Não,Não,Não
94338,São Paulo,24000,Sim,Não,Não,Não
94339,São Paulo,6000,Sim,Não,Não,Não
94340,São Paulo,12000,Sim,Não,Não,Não
94341,São Paulo,22000,Sim,Não,Não,Não
94343,São Paulo,3100,Sim,Não,Não,Não
94344,São Paulo,5750,Sim,Não,Não,Não
94345,São Paulo,9250,Sim,Não,Sim,Não
94346,São Paulo,7000,Sim,Não,Não,Não
94347,São Paulo,4000,Sim,Não,Não,Não
94348,São Paulo,5375,Sim,Não,Não,Não
94349,São Paulo,2750,Sim,Não,Não,Não
94351,São Paulo,4750,Sim,Não,Não,Não
94354,São Paulo,3000,Sim,Não,Não,Não
94355,São Paulo,3333,Sim,Não,Não,Não
94357,São Paulo,7000,Sim,Não,Não,Não
94358,São Paulo,10900,Sim,Não,Não,Não
94359,São Paulo,17000,Sim,Não,Não,Não
94360,São Paulo,3375,Sim,Não,Não,Não
94366,São Paulo,6000,Sim,Não,Não,Não
94375,São Paulo,22000,Sim,Não,Não,Não
94381,São Paulo,14000,Sim,Não,Não,Não
94385,São Paulo,9000,Sim,Não,Não,Não
94390,São Paulo,262,Sim,Não,Sim,Sim
94391,São Paulo,1125,Sim,Não,Não,Sim
94393,São Paulo,3333,Sim,Não,Não,Não
94394,São Paulo,2000,Sim,Não,Não,Sim
94395,São Paulo,9666,Sim,Não,Não,Sim
94396,São Paulo,6966,Sim,Não,Sim,Sim
94397,São Paulo,1600,Sim,Não,Não,Sim
94399,São Paulo,500,Sim,Não,Sim,Sim
94400,São Paulo,3000,Sim,Não,Não,Sim
94401,São Paulo,650,Sim,Não,Não,Sim
94402,São Paulo,1500,Sim,Não,Não,Sim
94403,São Paulo,1217,Sim,Não,Não,Sim
94404,São Paulo,958,Sim,Sim,Não,Sim
94405,São Paulo,1326,Sim,Sim,Não,Não
94406,São Paulo,675,Sim,Não,Não,Sim
94407,São Paulo,1260,Sim,Não,Não,Sim
94408,São Paulo,150,Sim,Não,Não,Não
94409,São Paulo,900,Sim,Não,Não,Não
94410,São Paulo,817,Sim,Não,Não,Não
94411,São Paulo,1433,Sim,Não,Sim,Não
94413,São Paulo,1067,Sim,Não,Não,Não
94414,São Paulo,597,Sim,Não,Não,Não
94416,São Paulo,600,Sim,Não,Não,Não
94417,São Paulo,500,Sim,Não,Não,Não
94418,São Paulo,875,Sim,Sim,Não,Não
94419,São Paulo,479,Sim,Sim,Não,Não
94420,São Paulo,1166,Sim,Sim,Não,Não
94422,São Paulo,1294,Sim,Sim,Não,Não
94424,São Paulo,68,Sim,Não,Sim,Sim
94425,São Paulo,666,Sim,Não,Não,Não
94426,São Paulo,296,Sim,Sim,Não,Não
94428,São Paulo,1048,Sim,Não,Não,Não
94430,São Paulo,2675,Sim,Não,Não,Não
94431,São Paulo,550,Sim,Sim,Não,Não
94432,São Paulo,1187,Sim,Não,Não,Não
94436,São Paulo,766,Sim,Não,Não,Não
94437,São Paulo,296,Sim,Não,Não,Não
94438,São Paulo,466,Sim,Não,Não,Não
94441,São Paulo,600,Sim,Não,Não,Sim
94443,São Paulo,611,Sim,Sim,Não,Não
94446,São Paulo,756,Sim,Não,Não,Não
94449,São Paulo,1100,Sim,Não,Não,Não
94450,São Paulo,935,Sim,Não,Não,Não
94454,São Paulo,3300,Sim,Não,Não,Não
94455,São Paulo,1560,Sim,Sim,Não,Não
94457,São Paulo,994,Sim,Não,Sim,Sim
94460,São Paulo,2460,Sim,Não,Não,Não
94462,São Paulo,666,Sim,Sim,Não,Não
94465,São Paulo,1569,Sim,Não,Não,Não
94466,São Paulo,516,Sim,Não,Não,Sim
94468,São Paulo,1692,Sim,Não,Não,Não
94469,São Paulo,2533,Sim,Não,Não,Não
94470,São Paulo,394,Sim,Não,Sim,Sim
94471,São Paulo,1360,Sim,Não,Não,Sim
94474,São Paulo,582,Sim,Não,Não,Sim
94476,São Paulo,2022,Sim,Não,Não,Sim
94477,São Paulo,3670,Sim,Não,Não,Não
94479,São Paulo,1896,Sim,Não,Não,Não
94490,São Paulo,1000,Sim,Não,Não,Sim
94491,São Paulo,394,Sim,Sim,Não,Não
94493,São Paulo,833,Sim,Sim,Não,Sim
94494,São Paulo,633,Sim,Sim,Não,Sim
94495,São Paulo,625,Sim,Sim,Não,Não
94496,São Paulo,1500,Sim,Sim,Não,Não
94500,São Paulo,800,Sim,Não,Não,Sim
94504,São Paulo,930,Sim,Não,Não,Sim
94505,São Paulo,1375,Sim,Não,Não,Sim
94508,São Paulo,675,Sim,Não,Não,Sim
94509,São Paulo,1429,Sim,Não,Não,Não
94512,São Paulo,1240,Sim,Não,Não,Sim
94513,São Paulo,333,Sim,Não,Não,Sim
94514,São Paulo,457,Sim,Não,Sim,Sim
94515,São Paulo,725,Sim,Não,Não,Sim
94516,São Paulo,3500,Sim,Não,Não,Sim
94518,São Paulo,750,Sim,Não,Não,Sim
94519,São Paulo,933,Sim,Não,Não,Sim
94521,São Paulo,706,Sim,Não,Sim,Sim
94524,São Paulo,633,Sim,Não,Não,Sim
94526,São Paulo,647,Sim,Não,Não,Sim
94527,São Paulo,1500,Sim,Não,Não,Sim
94528,São Paulo,3850,Sim,Não,Não,Sim
94529,São Paulo,650,Sim,Não,Não,Sim
94532,São Paulo,2000,Sim,Não,Não,Sim
94534,São Paulo,1950,Sim,Não,Não,Não
94535,São Paulo,0,Sim,Não,Não,Não
94536,São Paulo,10000,Sim,Não,Não,Não
94538,São Paulo,3500,Sim,Não,Não,Não
94539,São Paulo,2250,Sim,Não,Não,Não
94541,São Paulo,666,Sim,Não,Não,Não
94542,São Paulo,3929,Sim,Não,Não,Não
94543,São Paulo,4666,Sim,Não,Não,Não
94544,São Paulo,7666,Sim,Não,Não,Não
94547,São Paulo,400,Sim,Não,Não,Não
94551,São Paulo,2575,Sim,Não,Não,Não
94552,São Paulo,1200,Sim,Não,Não,Não
94553,São Paulo,8000,Sim,Não,Não,Não
94554,São Paulo,12000,Sim,Não,Não,Não
94556,São Paulo,783,Sim,Não,Não,Não
94562,São Paulo,423,Sim,Sim,Não,Não
94563,São Paulo,1044,Sim,Não,Não,Não
94566,São Paulo,797,Sim,Não,Não,Não
94567,São Paulo,650,Sim,Sim,Não,Não
94569,São Paulo,450,Sim,Sim,Não,Não
94572,São Paulo,1000,Sim,Não,Não,Não
94574,São Paulo,750,Sim,Não,Não,Não
94575,São Paulo,2500,Sim,Não,Não,Não
94576,São Paulo,1197,Sim,Não,Não,Não
94578,São Paulo,1600,Sim,Sim,Não,Não
94580,São Paulo,1540,Sim,Não,Não,Não
94581,São Paulo,4300,Sim,Não,Não,Não
94583,São Paulo,2250,Sim,Não,Não,Não
94584,São Paulo,600,Sim,Não,Não,Não
94586,São Paulo,0,Sim,Sim,Não,Não
94588,São Paulo,1298,Sim,Não,Não,Não
94589,São Paulo,1120,Sim,Não,Não,Não
94593,São Paulo,716,Sim,Não,Não,Não
94594,São Paulo,520,Sim,Não,Não,Não
94597,São Paulo,1936,Sim,Não,Não,Não
94598,São Paulo,3100,Sim,Não,Não,Não
94599,São Paulo,1237,Sim,Não,Não,Não
94600,São Paulo,60,Sim,Não,Não,Não
94602,São Paulo,775,Sim,Não,Sim,Sim
94603,São Paulo,1916,Sim,Não,Sim,Sim
94604,São Paulo,615,Sim,Sim,Não,Não
94605,São Paulo,4800,Sim,Sim,Não,Não
94607,São Paulo,929,Sim,Não,Não,Não
94609,São Paulo,625,Sim,Não,Sim,Sim
94610,São Paulo,900,Sim,Sim,Não,Não
94611,São Paulo,1925,Sim,Não,Não,Não
94613,São Paulo,788,Sim,Não,Não,Não
94615,São Paulo,1020,Sim,Não,Não,Não
94617,São Paulo,1600,Sim,Não,Não,Não
94619,São Paulo,788,Sim,Não,Sim,Sim
94620,São Paulo,1750,Sim,Não,Não,Não
94622,São Paulo,866,Sim,Sim,Não,Não
94623,São Paulo,1900,Sim,Não,Sim,Sim
94624,São Paulo,2196,Sim,Sim,Não,Não
94625,São Paulo,866,Sim,Não,Não,Não
94626,São Paulo,1450,Sim,Não,Não,Não
94629,São Paulo,1250,Sim,Sim,Não,Não
94630,São Paulo,1800,Sim,Não,Não,Não
94631,São Paulo,4400,Sim,Não,Não,Não
94632,São Paulo,2133,Sim,Não,Não,Não
94633,São Paulo,1700,Sim,Sim,Não,Não
94634,São Paulo,3000,Sim,Não,Não,Não
94635,São Paulo,1300,Sim,Não,Não,Não
94636,São Paulo,625,Sim,Não,Não,Não
94639,São Paulo,1300,Sim,Não,Não,Não
94643,São Paulo,633,Sim,Não,Não,Não
94645,São Paulo,733,Sim,Sim,Não,Não
94646,São Paulo,2000,Sim,Sim,Não,Não
94647,São Paulo,857,Sim,Não,Não,Não
94649,São Paulo,577,Sim,Não,Não,Não
94652,São Paulo,1850,Sim,Não,Não,Não
94654,São Paulo,150,Sim,Não,Não,Não
94656,São Paulo,150,Sim,Não,Não,Não
94657,São Paulo,394,Sim,Sim,Não,Não
94658,São Paulo,1237,Sim,Não,Não,Não
94659,São Paulo,3400,Sim,Não,Não,Não
94660,São Paulo,1500,Sim,Não,Não,Não
94662,São Paulo,7500,Sim,Não,Não,Não
94663,São Paulo,11750,Sim,Não,Não,Não
94664,São Paulo,6000,Sim,Não,Não,Não
94665,São Paulo,2500,Sim,Não,Não,Não
94666,São Paulo,5000,Sim,Não,Não,Não
94668,São Paulo,4000,Sim,Não,Não,Não
94669,São Paulo,8000,Sim,Não,Não,Não
94670,São Paulo,5250,Sim,Não,Não,Não
94671,São Paulo,3300,Sim,Não,Não,Não
94672,São Paulo,7333,Sim,Não,Não,Não
94674,São Paulo,3166,Sim,Não,Não,Não
94675,São Paulo,4000,Sim,Não,Não,Não
94677,São Paulo,6250,Sim,Não,Não,Não
94678,São Paulo,5500,Sim,Não,Não,Não
94680,São Paulo,1666,Sim,Não,Não,Não
94681,São Paulo,994,Sim,Não,Não,Sim
94684,São Paulo,500,Sim,Não,Não,Não
94685,São Paulo,2173,Sim,Não,Não,Não
94686,São Paulo,1250,Sim,Não,Não,Não
94687,São Paulo,5850,Sim,Não,Não,Sim
94688,São Paulo,2647,Sim,Não,Não,Não
94689,São Paulo,3194,Sim,Sim,Não,Não
94690,São Paulo,2200,Sim,Sim,Não,Não
94692,São Paulo,750,Sim,Não,Não,Sim
94694,São Paulo,1850,Sim,Não,Não,Sim
94696,São Paulo,2400,Sim,Não,Não,Não
94697,São Paulo,1933,Sim,Não,Não,Sim
94698,São Paulo,1088,Sim,Sim,Não,Não
94699,São Paulo,1575,Sim,Não,Não,Sim
94700,São Paulo,862,Sim,Não,Não,Sim
94701,São Paulo,1350,Sim,Não,Sim,Sim
94703,São Paulo,1500,Sim,Não,Não,Sim
94704,São Paulo,2000,Sim,Não,Não,Sim
94705,São Paulo,3333,Sim,Não,Não,Não
94706,São Paulo,2423,Sim,Sim,Não,Não
94707,São Paulo,1166,Sim,Não,Sim,Sim
94708,São Paulo,266,Sim,Sim,Sim,Sim
94709,São Paulo,2723,Sim,Não,Não,Não
94711,São Paulo,475,Sim,Não,Não,Não
94712,São Paulo,693,Sim,Não,Não,Não
94714,São Paulo,916,Sim,Não,Não,Sim
94715,São Paulo,700,Sim,Não,Não,Sim
94716,São Paulo,1750,Sim,Não,Não,Sim
94717,São Paulo,1100,Sim,Sim,Não,Não
94718,São Paulo,172,Sim,Não,Não,Sim
94719,São Paulo,1319,Sim,Sim,Não,Não
94722,São Paulo,894,Sim,Não,Não,Sim
94723,São Paulo,1050,Sim,Sim,Não,Não
94724,São Paulo,1568,Sim,Não,Não,Sim
94727,São Paulo,744,Sim,Não,Sim,Sim
94728,São Paulo,1638,Sim,Não,Não,Sim
94729,São Paulo,715,Sim,Sim,Não,Não
94732,São Paulo,1996,Sim,Sim,Não,Não
94734,São Paulo,1958,Sim,Não,Não,Não
94737,São Paulo,77,Sim,Não,Não,Sim
94738,São Paulo,1250,Sim,Não,Não,Não
94739,São Paulo,1066,Sim,Sim,Não,Não
94740,São Paulo,900,Sim,Não,Não,Não
94741,São Paulo,350,Sim,Sim,Não,Não
94743,São Paulo,872,Sim,Sim,Não,Não
94744,São Paulo,546,Sim,Não,Não,Sim
94746,São Paulo,465,Sim,Não,Sim,Sim
94747,São Paulo,637,Sim,Não,Não,Sim
94748,São Paulo,966,Sim,Sim,Não,Não
94751,São Paulo,550,Sim,Não,Não,Não
94752,São Paulo,460,Sim,Não,Sim,Sim
94754,São Paulo,900,Sim,Sim,Não,Não
94755,São Paulo,511,Sim,Sim,Não,Não
94756,São Paulo,2568,Sim,Sim,Não,Não
94757,São Paulo,1300,Sim,Não,Não,Não
94759,São Paulo,1200,Sim,Sim,Não,Não
94760,São Paulo,556,Sim,Sim,Não,Não
94761,São Paulo,729,Sim,Sim,Não,Não
94762,São Paulo,423,Sim,Sim,Não,Não
94766,São Paulo,600,Sim,Sim,Não,Não
94769,São Paulo,284,Sim,Não,Sim,Não
94771,São Paulo,547,Sim,Sim,Não,Não
94772,São Paulo,423,Sim,Não,Não,Não
94775,São Paulo,926,Sim,Não,Não,Não
94776,São Paulo,366,Sim,Não,Não,Não
94777,São Paulo,1429,Sim,Não,Não,Não
94778,São Paulo,0,Sim,Sim,Não,Não
94785,São Paulo,1900,Sim,Não,Não,Não
94786,São Paulo,1538,Sim,Não,Sim,Sim
94789,São Paulo,3166,Sim,Não,Não,Não
94791,São Paulo,285,Sim,Não,Não,Não
94793,São Paulo,1166,Sim,Não,Não,Não
94794,São Paulo,666,Sim,Sim,Não,Não
94795,São Paulo,1016,Sim,Não,Não,Não
94797,São Paulo,760,Sim,Não,Não,Não
94798,São Paulo,608,Sim,Não,Não,Não
94803,São Paulo,750,Sim,Não,Não,Sim
94804,São Paulo,784,Sim,Não,Não,Não
94805,São Paulo,894,Sim,Sim,Não,Não
94809,São Paulo,672,Sim,Não,Não,Sim
94810,São Paulo,434,Sim,Sim,Não,Não
94817,São Paulo,470,Sim,Sim,Não,Não
94818,São Paulo,400,Sim,Não,Não,Não
94820,São Paulo,1275,Sim,Não,Não,Não
94821,São Paulo,357,Sim,Não,Não,Não
94828,São Paulo,1329,Sim,Não,Não,Não
94832,São Paulo,1029,Sim,Sim,Não,Não
94833,São Paulo,896,Sim,Não,Não,Não
94835,São Paulo,400,Sim,Sim,Não,Não
94841,São Paulo,700,Sim,Sim,Não,Não
94847,São Paulo,1233,Sim,Não,Não,Não
94848,São Paulo,775,Sim,Não,Não,Sim
94850,São Paulo,3050,Sim,Não,Não,Não
94855,São Paulo,1413,Sim,Não,Não,Sim
94856,São Paulo,533,Sim,Não,Não,Sim
94861,São Paulo,2929,Sim,Não,Não,Sim
94862,São Paulo,925,Sim,Sim,Não,Sim
94868,São Paulo,1500,Sim,Sim,Não,Não
94871,São Paulo,4000,Sim,Não,Não,Não
94876,São Paulo,1325,Sim,Não,Não,Sim
94877,São Paulo,3500,Sim,Não,Não,Não
94885,São Paulo,696,Sim,Sim,Não,Não
94894,São Paulo,1750,Sim,Não,Não,Sim
94896,São Paulo,0,Sim,Não,Não,Sim
94897,São Paulo,500,Sim,Não,Não,Sim
94899,São Paulo,2250,Sim,Não,Sim,Sim
94900,São Paulo,1566,Sim,Sim,Não,Sim
94901,São Paulo,1072,Sim,Não,Não,Sim
94902,São Paulo,926,Sim,Não,Não,Sim
94903,São Paulo,4000,Sim,Sim,Não,Não
94904,São Paulo,804,Sim,Sim,Não,Sim
94905,São Paulo,536,Sim,Sim,Não,Não
94907,São Paulo,2044,Sim,Sim,Não,Sim
94908,São Paulo,200,Sim,Sim,Não,Não
94909,São Paulo,1000,Sim,Sim,Não,Não
94911,São Paulo,1050,Sim,Sim,Não,Sim
94912,São Paulo,515,Sim,Sim,Não,Sim
94913,São Paulo,662,Sim,Sim,Não,Não
94914,São Paulo,500,Sim,Não,Não,Sim
94918,São Paulo,1222,Sim,Não,Não,Sim
94919,São Paulo,1250,Sim,Não,Não,Não
94921,São Paulo,325,Sim,Não,Sim,Sim
94922,São Paulo,3000,Sim,Não,Não,Sim
94926,São Paulo,733,Sim,Não,Não,Sim
94927,São Paulo,1075,Sim,Não,Não,Sim
94929,São Paulo,187,Sim,Não,Não,Sim
94932,São Paulo,717,Sim,Não,Não,Sim
94933,São Paulo,3000,Sim,Não,Não,Sim
94935,São Paulo,1333,Sim,Não,Não,Sim
94936,São Paulo,900,Sim,Não,Não,Sim
94937,São Paulo,1894,Sim,Não,Não,Sim
94939,São Paulo,1297,Sim,Não,Não,Não
94943,São Paulo,666,Sim,Não,Não,Sim
94944,São Paulo,825,Sim,Não,Sim,Sim
94945,São Paulo,477,Sim,Não,Não,Sim
94947,São Paulo,1233,Sim,Não,Não,Sim
94948,São Paulo,2333,Sim,Não,Não,Sim
94949,São Paulo,342,Sim,Sim,Não,Sim
94950,São Paulo,1003,Sim,Não,Não,Sim
94951,São Paulo,600,Sim,Não,Não,Sim
94952,São Paulo,2375,Sim,Não,Não,Sim
94954,São Paulo,500,Sim,Sim,Não,Não
94955,São Paulo,1666,Sim,Não,Não,Não
94956,São Paulo,1096,Sim,Não,Não,Não
94957,São Paulo,1200,Sim,Não,Não,Sim
94958,São Paulo,612,Sim,Não,Não,Sim
94959,São Paulo,600,Sim,Não,Não,Não
94961,São Paulo,833,Sim,Sim,Não,Não
94963,São Paulo,1200,Sim,Sim,Não,Não
94964,São Paulo,666,Sim,Não,Não,Sim
94965,São Paulo,375,Sim,Sim,Não,Não
94966,São Paulo,262,Sim,Sim,Não,Não
94968,São Paulo,412,Sim,Sim,Não,Não
94969,São Paulo,940,Sim,Não,Não,Sim
94970,São Paulo,900,Sim,Sim,Não,Não
94971,São Paulo,1357,Sim,Não,Não,Sim
94972,São Paulo,1500,Sim,Não,Sim,Sim
94976,São Paulo,3250,Sim,Não,Não,Sim
94977,São Paulo,1666,Sim,Não,Não,Sim
94978,São Paulo,788,Sim,Sim,Não,Não
94979,São Paulo,1650,Sim,Sim,Não,Não
94980,São Paulo,2750,Sim,Não,Não,Sim
94981,São Paulo,2000,Sim,Sim,Não,Não
94982,São Paulo,225,Sim,Não,Não,Não
94984,São Paulo,332,Sim,Não,Não,Não
94985,São Paulo,600,Sim,Sim,Não,Não
94987,São Paulo,640,Sim,Sim,Não,Não
94988,São Paulo,525,Sim,Não,Não,Não
94990,São Paulo,750,Sim,Não,Não,Sim
94994,São Paulo,700,Sim,Não,Sim,Sim
94999,São Paulo,2000,Sim,Não,Não,Não
95000,São Paulo,1500,Sim,Não,Não,Sim
95001,São Paulo,894,Sim,Não,Não,Não
95002,São Paulo,5000,Sim,Não,Não,Não
95004,São Paulo,362,Sim,Sim,Não,Não
95005,São Paulo,1550,Sim,Sim,Não,Não
95006,São Paulo,894,Sim,Sim,Não,Não
95007,São Paulo,1447,Sim,Não,Não,Não
95008,São Paulo,2394,Sim,Não,Não,Não
95009,São Paulo,750,Sim,Sim,Não,Não
95010,São Paulo,262,Sim,Sim,Não,Não
95011,São Paulo,1375,Sim,Sim,Não,Não
95012,São Paulo,1150,Sim,Não,Não,Não
95015,São Paulo,1500,Sim,Não,Não,Sim
95016,São Paulo,480,Sim,Sim,Não,Não
95017,São Paulo,1250,Sim,Não,Não,Não
95018,São Paulo,1116,Sim,Sim,Não,Não
95019,São Paulo,3500,Sim,Não,Não,Sim
95021,São Paulo,2000,Sim,Não,Não,Sim
95025,São Paulo,675,Sim,Não,Não,Sim
95026,São Paulo,862,Sim,Não,Não,Não
95027,São Paulo,900,Sim,Não,Não,Sim
95029,São Paulo,1350,Sim,Não,Não,Sim
95030,São Paulo,933,Sim,Sim,Não,Não
95031,São Paulo,1263,Sim,Sim,Não,Não
95035,São Paulo,800,Sim,Sim,Não,Não
95036,São Paulo,1258,Sim,Não,Não,Sim
95040,São Paulo,4333,Sim,Não,Não,Não
95041,São Paulo,11500,Sim,Sim,Não,Não
95043,São Paulo,464,Sim,Sim,Não,Não
95044,São Paulo,1600,Sim,Não,Não,Não
95045,São Paulo,300,Sim,Sim,Sim,Sim
95046,São Paulo,1272,Sim,Não,Não,Não
95048,São Paulo,1666,Sim,Não,Não,Não
95050,São Paulo,1192,Sim,Sim,Não,Não
95053,São Paulo,321,Sim,Sim,Não,Não
95055,São Paulo,2644,Sim,Não,Não,Não
95056,São Paulo,1288,Sim,Não,Não,Não
95059,São Paulo,1266,Sim,Não,Não,Não
95061,São Paulo,1180,Sim,Não,Não,Sim
95062,São Paulo,3266,Sim,Não,Não,Não
95066,São Paulo,2600,Sim,Sim,Não,Não
95070,São Paulo,2000,Sim,Sim,Não,Sim
95073,São Paulo,1175,Sim,Não,Não,Não
95077,São Paulo,800,Sim,Não,Não,Não
95078,São Paulo,1266,Sim,Sim,Não,Não
95080,São Paulo,700,Sim,Não,Não,Não
95081,São Paulo,1000,Sim,Não,Sim,Sim
95089,São Paulo,2125,Sim,Não,Não,Não
95090,São Paulo,925,Sim,Não,Não,Não
95093,São Paulo,866,Sim,Sim,Não,Não
95094,São Paulo,697,Sim,Não,Não,Não
95098,São Paulo,575,Sim,Não,Não,Não
95100,São Paulo,1200,Sim,Não,Não,Não
95101,São Paulo,847,Sim,Não,Não,Não
95102,São Paulo,3947,Sim,Não,Não,Não
95103,São Paulo,393,Sim,Não,Não,Não
95107,São Paulo,1028,Sim,Sim,Sim,Sim
95108,São Paulo,950,Sim,Não,Sim,Sim
95111,São Paulo,2000,Sim,Não,Sim,Sim
95112,São Paulo,2450,Sim,Não,Não,Não
95113,São Paulo,1457,Sim,Não,Não,Não
95114,São Paulo,4800,Sim,Não,Não,Não
95116,São Paulo,2833,Sim,Não,Não,Não
95117,São Paulo,1317,Sim,Não,Não,Não
95118,São Paulo,1450,Sim,Não,Não,Sim
95120,São Paulo,3020,Sim,Não,Não,Não
95121,São Paulo,1380,Sim,Não,Não,Não
95122,São Paulo,6666,Sim,Não,Não,Não
95125,São Paulo,1500,Sim,Não,Não,Sim
95127,São Paulo,3938,Sim,Não,Não,Sim
95128,São Paulo,915,Sim,Não,Não,Não
95129,São Paulo,3333,Sim,Não,Não,Não
95131,São Paulo,589,Sim,Não,Não,Não
95132,São Paulo,1066,Sim,Não,Não,Não
95133,São Paulo,766,Sim,Não,Não,Não
95134,São Paulo,1272,Sim,Sim,Não,Não
95135,São Paulo,1400,Sim,Não,Não,Não
95136,São Paulo,3000,Sim,Não,Não,Não
95137,São Paulo,1400,Sim,Não,Não,Sim
95140,São Paulo,766,Sim,Não,Sim,Sim
95141,São Paulo,729,Sim,Não,Sim,Sim
95142,São Paulo,709,Sim,Não,Não,Não
95143,São Paulo,3066,Sim,Não,Não,Não
95144,São Paulo,1506,Sim,Não,Não,Não
95145,São Paulo,450,Sim,Não,Não,Não
95146,São Paulo,450,Sim,Não,Não,Sim
95147,São Paulo,900,Sim,Não,Não,Não
95152,São Paulo,500,Sim,Não,Não,Não
95154,São Paulo,833,Sim,Não,Não,Não
95155,São Paulo,1390,Sim,Não,Não,Não
95157,São Paulo,800,Sim,Sim,Não,Sim
95158,São Paulo,570,Sim,Sim,Não,Sim
95159,São Paulo,1436,Sim,Sim,Não,Não
95161,São Paulo,587,Sim,Não,Não,Não
95163,São Paulo,300,Sim,Não,Não,Não
95165,São Paulo,1491,Sim,Não,Não,Sim
95169,São Paulo,1069,Sim,Não,Não,Sim
95170,São Paulo,1400,Sim,Sim,Não,Sim
95172,São Paulo,366,Sim,Sim,Não,Não
95173,São Paulo,2025,Sim,Não,Não,Sim
95175,São Paulo,0,Sim,Sim,Não,Sim
95176,São Paulo,1000,Sim,Não,Não,Não
95177,São Paulo,1050,Sim,Não,Não,Não
95178,São Paulo,550,Sim,Sim,Não,Não
95179,São Paulo,894,Sim,Sim,Não,Não
95181,São Paulo,1083,Sim,Não,Não,Não
95182,São Paulo,666,Sim,Não,Não,Sim
95183,São Paulo,426,Sim,Sim,Não,Não
95184,São Paulo,275,Sim,Sim,Não,Sim
95186,São Paulo,937,Sim,Sim,Não,Sim
95187,São Paulo,534,Sim,Sim,Não,Não
